ID,Name,Code,OEM Brand,OEM Group,POM,To (Country),To (Region),Sales Rep,Product,25Y Sales (￦0.1b),Source Lat,Source Lng,Target Lat,Target Lng,Address
135,FMCSA(FORD SOUTH AFRICA),200102,,,Yeongsan Plant,ZA,AF,이근수,,18.21107904,35.447662,128.52357,-25.748326,28.32746,"Simon Vermooten Road Silverton, Pretoria East Pretoria"
136,FSAO(FORD ARGENTINA),200106,,,Yeongsan Plant,AR,SA,이근수,,9.03466368,35.447662,128.52357,-34.44523659,301.3008456,"Colectora Este 34603 Avenida Henry Ford GTA, Colectora Este Panamericana y, B1617 Gral. Pacheco, Provincia de Buenos Aires, Argentina"
137,Ford Vietnam,203794,,,Yeongsan Plant,VN,AS,이근수,,1.6952116,35.447662,128.52357,20.928835,106.281586,"Hai Duong Province, Vietnam, Tu Minh Ward, Hai Duong City"
138,FMCSA A/S (FORD SOUTH AFRICA),287421,,,Yeongsan Plant,ZA,AF,이근수,,0.0422092,35.447662,128.52357,-25.720938,28.331992,"CSO Receiving, Waltloo-0184, Simon Vermooten Road, Gate 3"
139,GM Wentzville,287388,,,Yeongsan Plant,US,NA,최향민,,14.676196,35.447662,128.52357,38.81841,269.17877,"MO 63385, 1500 Hwy A, Wentzville,"
140,GM HAMTRAMCK,200063,,,Yeongsan Plant,US,NA,최향민,,24.70885824,35.447662,128.52357,42.367136,276.958254,"2500 E. GENERAL MOTORS BLVD, DETROIT, MICHIGAN, 48211, US"
141,GM CAMI(CANADA),200085,,,Yeongsan Plant,CA,NA,최향민,,1.9738278,35.447662,128.52357,43.12021,279.222325,"300 Ingersoll Road,, Ingersoll, Ontario"
142,TXX livermore,203953,,,Yeongsan Plant,US,NA,우성령/조소영,,4.71324,35.447662,128.52357,44.383415,289.750905,"Discovery Dr. Livermore, CA 94551 USA, Tesla Livermore Discovery 201"
143,TXX manufacturing brandenburg se,287366,,,Yeongsan Plant,DE,EU,우성령/조소영,,29.28192,35.447662,128.52357,52.295045,13.471359,"Maulbeerstraße 15 Rangsdorf, Brandenburg 15834 Germany, Tesla Schnellecke Warehouse Rangsdo"
144,GM LANSING(C1XX),200098,,,Yeongsan Plant,US,NA,최향민,,23.142,35.447662,128.52357,42.70405,275.342175,"ASLAA, 2901 South Canal Rd, Lansing, MI,"
145,GM HAMTRAMCK,200063,,,Masan Plant,US,NA,최향민,,157.2707782,35.215888,128.592968,42.367136,276.958254,"2500 E. GENERAL MOTORS BLVD, DETROIT, MICHIGAN, 48211, US"
146,GM SPO Flint,288400,,,Masan Plant,US,NA,최향민,,0.027231,35.215888,128.592968,43.022192,276.347218,"502 Kelso, Flint, MI 48506"
147,Aludyne Georgia,200025,,,Daehap Plant,US,NA,안근수,,0,35.592007,128.44714,41.554594,275.224,"507 WINDIANA ST, EDON,OH"
148,Aludyne US LLC - PH7,288410,,,Daehap Plant,US,NA,안근수,,8.3165824,35.592007,128.44714,42.952703,277.548976,"2347 Dove Street, Port Huron  MI  48060 USA"
149,Garrett Motion Japan,200001,,,Daehap Plant,JP,AS,손정아,,1.3578645,35.592007,128.44714,35.643125,139.741008,"NEW Pier Takeshiba southtower building 20f, Minato-ku, Tokyo"
150,Garrett Motion Technology (Shanghai,200002,,,Daehap Plant,CN,AS,손정아,,0.0590065,35.592007,128.44714,31.22184,121.44341,"No. 8 Niudun Road, Pudong New Area, Shanghai"
151,NEXTEER AUTOMOTIVE POLAND SPZOO,200049,,,Changwon Plant,PL,EU,최유정,,0.46629,35.203168,128.669741,50.099386,19.017421,"UL TOWAROWA 6, TYCHY"
152,SGM SALES COMPANY LIMITED,200012,,,Changwon Plant,CN,AS,이상영,,0.013013,35.203168,128.669741,31.232276,121.469207,"1500 SHEN JIANG ROAD, JINQIAO, PUDONG, SHANGHAI"
153,SGM SHANGHAI LIMITED,203936,,,Changwon Plant,CN,AS,이상영,,-0.27137981,35.203168,128.669741,31.266716,121.608071,"1500 Shen Jiang Lu, Pu Dong Xin Qu, Shang Hai Shi, China, 201206"
154,NEXTEER AUTOMOTIVE C/O PROTRANS-,200021,,,Changwon Plant,MX,SA,최유정,,1.67590248,35.203168,128.669741,20.679173,259.68587,"RAFAEL SESMA HUERTA #12, PRAQUE IND FINSA, EL MARQUES QRO"
155,BOSCHUSA(HEBRON)-대우,400019,,,Changwon Plant,US,NA,송재원,,0.9469152,35.203168,128.669741,39.080795,275.325103,"1201 Aviation Boulevard, Hebron, Kentucky"
156,Robert Bosch Automotive Steering LL,287570,,,Changwon Plant,MX,SA,송재원,,0.068094,35.203168,128.669741,20.642287,259.856214,"Galeras, 76288 Colón, Querétaro, Mexico"
157,BOSCH HUNGARY-대우,400025,,,Masan Plant,HU,EU,송재원,,23.749644,35.215888,128.592968,47.885397,20.396785,"Kistályai út 2, Eger"
158,NEXTEER AUTOMOTIVE CORPORATION(미,200048,,,Changwon Plant,US,NA,최유정,,56.59721812,35.203168,128.669741,43.412161,276.117208,"3900 HOLLAND ROAD, SAGINAW, MI"
159,ROBERT BOSCH  AUTOMOTIVE STEERIN,200043,,,Changwon Plant,MY,AS,송재원,,0.07502,35.203168,128.669741,5.294918,100.25957,"Industrial Zone Phase 1, Bayan Lepas"
160,BOSCH GERMANY-대우,400017,,,Masan Plant,DE,EU,송재원,,25.4522968,35.215888,128.592968,48.814644,9.823564,"Richard-Bullinger-Straße 77, Schwäbisch Gmünd"
161,THYSSENKRUPP PRESTA MULHEIM(GERM,200108,,,Masan Plant,DE,EU,송재원,,69.27999984,35.215888,128.592968,51.400303,6.879516,"Sommerfeld 22-28, Mülheim an der Ruhr"
162,THYSSENKRUPP PRESTA HUNGARY,200116,,,Changwon Plant,HU,EU,송재원,,15.930288,35.203168,128.669741,47.58455,19.74552,"Jászfényszaru, Thyssenkrupp utca 1."
163,BOSCHUSA(HEBRON)-대우,400019,,,Masan Plant,US,NA,송재원,,10.7688302,35.215888,128.592968,39.080795,275.325103,"1201 Aviation Boulevard, Hebron, Kentucky"
164,THYSSENKRUPP PRESTA HUNGARY(FCA),288263,,,Changwon Plant,HU,EU,송재원,,36.31417296,35.203168,128.669741,47.58455,19.74552,"Jászfényszaru, Thyssenkrupp utca 1."
165,BOSCH STEERING SAS FRANCE,288396,,,Masan Plant,FR,EU,송재원,,0.04239,35.215888,128.592968,46.08858,6.500612,"130/326 Impasse des Cèdres, Marignier"
166,HITACHI AUTMOTIVE AMERICA,200076,,,Changwon Plant,US,NA,최유정,,0.377487,35.203168,128.669741,33.812501,276.323075,"1000 Unisia Dr, Monroe, GA"
167,BOSCH GERMANY-대우,400017,,,Changwon Plant,DE,EU,송재원,,2.8268528,35.203168,128.669741,48.814644,9.823564,"Richard-Bullinger-Straße 77, Schwäbisch Gmünd"
168,BOSCH GERMANY,200708,,,Changwon Plant,DE,EU,송재원,,0.1261,35.203168,128.669741,48.814644,9.823564,"Richard-Bullinger-Straße 77, Schwäbisch Gmünd"
169,NEXTEERAUTOMOTIVE(SUZHOU)CO LTD,200034,,,Changwon Plant,CN,AS,최유정,,0.038016,35.203168,128.669741,31.301138,120.580269,"NO. 72FENGLI STREET SUZHOU INDUS, SUZHOU, JIANGSU"
170,BOSCH HUNGARY-대우,400025,,,Changwon Plant,HU,EU,송재원,,40.69843808,35.203168,128.669741,47.885397,20.396785,"Kistályai út 2, Eger"
171,KNORR-BREMSE STEERINGSYSTEMS GMB,200009,,,Masan Plant,DE,EU,이근수,,0,35.215888,128.592968,51.285234,7.042189,"HENRY-FORD II-STR.15, WUELFRATH"
172,HYUNDAI POLYTECH AMERICA COMPANY,200092,,,Masan Plant,US,NA,우성령/조소영,,7.7112,35.215888,128.592968,31.852759,274.854328,"4 HUMMINBIRD LANE, EUFAULA AL"
173,THYSSENKRUPP PRESTA HUNGARY,200116,,,Masan Plant,HU,EU,송재원,,14.751924,35.215888,128.592968,47.58455,19.74552,"Jászfényszaru, Thyssenkrupp utca 1."
174,GM BOWLING GREEN PLANT,200134,,,Masan Plant,US,NA,최향민,,15.87192,35.215888,128.592968,37.026953,273.664563,"383 Scotty’s Way,, Bowling Green, KY"
175,UZ-AUTO MOTORS,200041,,,Changwon Plant,UZ,NA,이상영,,25.0921,35.203168,128.669741,40.650394,72.249565,"81, Humo Street, Asaka City, Andijan Reg"
176,NINGBO XUSHENG GROUP  CO.LTD,202032,,,Masan Plant,CN,AS,우성령/조소영,,0,35.215888,128.592968,29.861335,121.621407,"Ningbo, Zhejiang Province, China, No.128 Yinluohe Road, Beilun,"
177,NEXTEER AUTOMOTIVE C/O PROTRANS-,200021,,,Masan Plant,MX,SA,최유정,,11.06891158,35.215888,128.592968,20.679173,259.68587,"RAFAEL SESMA HUERTA #12, PRAQUE IND FINSA, EL MARQUES QRO"
178,Multimatic Advanced Manufacturing Technologies,288445,,,Masan Plant,CA,NA,안근수,,0.174825,35.215888,128.592968,43.853794,280.634517,"85 Valleywood Drive, Markham, ON"
179,TBD -Ford Plant,200031,,,Yeongsan Plant,US,NA,안근수,,0,35.447662,128.52357,44.073856,280.519249,"125 CORCORANCRT, EAST GWILLIMBURY,ON"
180,TBD -Ford Plant,0,,,Masan Plant,US,NA,안근수,,0,35.215888,128.592968,44.073856,280.519249,"125 CORCORANCRT, EAST GWILLIMBURY,ON"
181,CEER,288139,,,Masan Plant,SA,ME,김봉현,,49.9993656,35.215888,128.592968,24.82892505,46.57170619,"First Floor, Focus Office,Boulevard 2030, 2912,Prince Saud bin Abdullah bin Jalawi, Al Qairawan, Riyadh13535-6157, Kingdom of Saudi Arabia"
182,CEER,288139,,,Daehap Plant,SA,ME,김봉현,,0,35.592007,128.44714,24.82892505,46.57170619,"First Floor, Focus Office,Boulevard 2030, 2912,Prince Saud bin Abdullah bin Jalawi, Al Qairawan, Riyadh13535-6157, Kingdom of Saudi Arabia"
183,CEER,288139,,,Yeongsan Plant,SA,ME,김봉현,,0,35.447662,128.52357,24.82892505,46.57170619,"First Floor, Focus Office,Boulevard 2030, 2912,Prince Saud bin Abdullah bin Jalawi, Al Qairawan, Riyadh13535-6157, Kingdom of Saudi Arabia"
184,GM BRAZIL 4M,200094,,,Yeongsan Plant,BR,SA,이상영,,0,35.447662,128.52357,-23.438915,313.743493,"Av. General Motors, 1999 - Taboão, Mogi das Cruzes - SP, 08772-710, Brazil"
185,BMW,200609,,,Yeongsan Plant,DE,EU,강태영,,0,35.447662,128.52357,48.176842,11.560135,Petuelring 130 BMW Haus
186,GENERAL MOTORS LLC,200054,,,Masan Plant,US,NA,최향민,,-8.16304567,35.215888,128.592968,43.886969,271.497006,"30001 VAN DYKE AVE MC 480-210-7S, WARREN,MI"
187,GENERAL MOTORS LLC,200054,,,Yeongsan Plant,US,NA,최향민,,-8.57044955,35.447662,128.52357,43.886969,271.497006,"30001 VAN DYKE AVE MC 480-210-7S, WARREN,MI"
188,SGM SHANGHAI LIMITED,203936,,,Masan Plant,CN,AS,최향민,,-0.01379534,35.215888,128.592968,31.266716,121.608071,"1500 Shen Jiang Lu, Pu Dong Xin Qu, Shang Hai Shi, China, 201206"
189,CANOO,203911,,,Masan Plant,US,NA,조소영,,0.51320178,35.215888,128.592968,33.850896,241.649115,"CA 90503, 19951 Mariner Avenue TORRANCE,"
190,TBD -Stellantis Poland,0,,,Yeongsan Plant,PL,EU,최유정,,16.27498752,35.447662,128.52357,50.10449726,19.07588329,"Turyńska 100, 43-100 Tychy, Poland"
191,HEGGEMANN AG,203779,,,Masan Plant,DE,EU,송재원,,0.32959872,35.215888,128.592968,51.608208,8.611412,"Zeppelinring 1-6, 33142, B?ren, Germany"
192,GENERAL MOTORS LLC,200054,,,Changwon Plant,US,NA,최향민,,-1.84278757,35.203168,128.669741,43.886969,271.497006,"30001 VAN DYKE AVE MC 480-210-7S, WARREN,MI"
193,TXX livermore atlantis,203954,,,Changwon Plant,US,NA,우성령/조소영,,50.89186,35.203168,128.669741,37.681582,238.188567,"Atlantis Court Livermore, CA 94551 USA, Atlantis Court 800"
194,Weihai Sakthi-Bethel Automotive Safety,200064,,,Changwon Plant,MX,SA,우성령/조소영,,28.72296,35.203168,128.669741,36.919913,121.53316,"Kaituo Road, Rushan City, Weihai City, Shandong, China, 264515"
195,LUCID MOTORS,200693,,,Changwon Plant,US,NA,조소영/장병옥,,0.5265,35.203168,128.669741,32.864757,248.213171,"Lucid USA, Inc.(CasaGrande Whse) 1185 W Peters Rd, CASA GRANDE AZ 85122 USA"
196,Stellantis Espana S.L.(PSA),200548,,,Changwon Plant,ES,EU,최유정,,-1.5543,35.203168,128.669741,46.265134,11.087048,"PCAE, 3-5 CALLE CITROEN, VIGO"
197,Multimatic Advanced Manufacturing Technologies,288445,,,Changwon Plant,CA,NA,안근수,,0.189459,35.203168,128.669741,43.853794,280.634517,"85 Valleywood Drive, Markham, ON"
198,ALUDYNE US LLC - SHB,288412,,,Changwon Plant,US,NA,안근수,,18.019,35.203168,128.669741,35.56116,273.54569,"100 North Creek Drive, Shelbyville TN 37160 USA"
199,Gestamp Turkey,288143,,,Changwon Plant,TR,ME,안근수,,15.62624,35.203168,128.669741,40.857137,29.415293,"Çayırova Kocaeli Turkey, TOSB 1. Cadde No:5 41420"
200,Multimatic Mexico,287599,,,Changwon Plant,MX,SA,안근수,,17.2546,35.203168,128.669741,20.056217,261.244,"San José Iturbide, Gto. Mexico, Parque Opcion,"
201,TBD -Ford Tier1,0,,,Changwon Plant,US,NA,안근수,,0,35.203168,128.669741,33.839967,242.1108,US
202,닛산트레이딩 주식회사 부산지점,101296,,,Changwon Plant,KR,KR,이근수,,0,35.203168,128.669741,35.195982,129.079261,"중앙대로 1217, 1506호(거제동, 국제빌딩 15층), 부산광역시 연제구"
203,Stellantis Espana S.L.,200068,,,Changwon Plant,US,NA,송재원,,0,35.203168,128.669741,48.934519,2.044594,"Bld De L'europe Yvelines, Cedex Poissy"
204,TXX lathrop,287548,,,Changwon Plant,US,NA,우성령/조소영,,98.41046,35.203168,128.669741,37.822738,238.723142,"Lathrop, CA 95330 USA, NA-US-CA-Lathrop-701 D'Arcy Pkwy"
205,GM SPRING HILL(USA),200075,,,Changwon Plant,US,NA,최향민,,8.85972,35.203168,128.669741,35.74915,273.04728,"100 Saturn Parkway, Springhill, TN"
206,GM RAMOS(MEXICO),200040,,,Changwon Plant,MX,SA,최향민,,40.94258,35.203168,128.669741,25.535506,259.043208,"Prol Blvd Isidro Lopez Zertuche, Ramos Arizpe, Coahuila"
207,"NEXTEER(CHINA,SUZHOU)",None,,,Zhangjiagang Plant,CN,AS,NICOLE,,111.8469861,31.81876607,120.5404758,31.301138,120.58027,"Suzhou, China"
208,"MOBIS(CHINA,WUXI)",None,,,Zhangjiagang Plant,CN,AS,GREY,,34.9693092,31.81876607,120.5404758,31.577337,120.29903,"Wuxi, China"
209,"MOBIS(CHINA,JIANGSU)",None,,,Zhangjiagang Plant,CN,AS,GREY,,0,31.81876607,120.5404758,33.779965,119.599204,"Jiangsu, China"
210,"BOSCH(CHINA, NANJING)",None,,,Zhangjiagang Plant,CN,AS,TINA,,23.81602868,31.81876607,120.5404758,32.037132,118.78567,"Nanjing, China"
211,"BOSCH(CHINA, WUHAN)",None,,,Zhangjiagang Plant,CN,AS,TINA,,0.46605,31.81876607,120.5404758,30.580944,114.28899,"Wuhan, China"
212,"YUBEI(CHINA, XINXIANG)",None,,,Zhangjiagang Plant,CN,AS,0,,0,31.81876607,120.5404758,35.194706,113.80148,"Xinxiang, China"
213,"DONGXI(CHINA, ZHANGJIAGANG)",None,,,Zhangjiagang Plant,CN,AS,0,,7.65156,31.81876607,120.5404758,31.876482,120.554245,"Zhangjiagang, China"
214,"SGM(CHINA, YANTAI)",None,,,Zhangjiagang Plant,CN,AS,0,,3.08,31.81876607,120.5404758,37.462406,121.44105,"Yantai, China"
215,"SGM(CHINA, WUHAN)",None,,,Zhangjiagang Plant,CN,AS,0,,1.08467,31.81876607,120.5404758,30.580944,114.28899,"Wuhan, China"
216,"SGM(CHINA,SHANGHAI)",None,,,Zhangjiagang Plant,CN,AS,0,,30.43836,31.81876607,120.5404758,31.232276,121.469207,"Shanghai, China"
217,"SGM(CHINA, SHENYANG)",None,,,Zhangjiagang Plant,CN,AS,0,,0,31.81876607,120.5404758,41.79718,123.41774,"Shenyang, China"
218,"CAAS(CHINA, JINGZHOU)",None,,,Zhangjiagang Plant,CN,AS,GREY,,8.038,31.81876607,120.5404758,30.354942,112.185974,"Jingzhou, China"
219,"SHAC(CHINA,SHENYANG)",None,,,Zhangjiagang Plant,CN,AS,EMILY,,1.11696,31.81876607,120.5404758,41.79718,123.41774,"Shenyang, China"
220,"SHAC(CHINA,SHANGHAI)",None,,,Zhangjiagang Plant,CN,AS,EMILY,,6.0204,31.81876607,120.5404758,31.232276,121.469207,"Shanghai, China"
221,"SHAC(CHINA,WUHAN)",None,,,Zhangjiagang Plant,CN,AS,EMILY,,0.9994,31.81876607,120.5404758,30.580944,114.28899,"Wuhan, China"
222,"SHAC(CHINA,NINGBO)",None,,,Zhangjiagang Plant,CN,AS,EMILY,,17.934,31.81876607,120.5404758,29.861336,121.62141,"Ningbo, China"
223,"POS-AUSTEM(CHINA, WUHAN)",None,,,Zhangjiagang Plant,CN,AS,0,,1.01928,31.81876607,120.5404758,30.580944,114.28899,"Wuhan, China"
224,"POS-AUSTEM (CHINA, YANTAI)",None,,,Zhangjiagang Plant,CN,AS,0,,0,31.81876607,120.5404758,37.462406,121.44105,"Yantai, China"
225,"POS-AUSTEM(CHINA, KUNSHAN)",None,,,Zhangjiagang Plant,CN,AS,0,,23.772632,31.81876607,120.5404758,31.386545,120.97476,"Kunshan, China"
226,"SHENGRANG(CHINA, SUZHOU)",None,,,Zhangjiagang Plant,CN,AS,VAN,,0.5416,31.81876607,120.5404758,31.301138,120.58027,"Suzhou, China"
227,"FORD(CHINA, CHONGQING)",None,,,Zhangjiagang Plant,CN,AS,VAN,,2.7268,31.81876607,120.5404758,29.56474,106.547877,"Chongqing, China"
228,"FORD(CHINA, HANGZHOU)",None,,,Zhangjiagang Plant,CN,AS,VAN,,14.16205656,31.81876607,120.5404758,30.248787,120.20473,"Hangzhou, China"
229,"GAC(CHINA, HANGZHOU)",None,,,Zhangjiagang Plant,CN,AS,MARTIN,,0.258952,31.81876607,120.5404758,30.248787,120.20473,"Hangzhou, China"
230,"GAC(CHINA, YICHANG)",None,,,Zhangjiagang Plant,CN,AS,MARTIN,,8.78063336,31.81876607,120.5404758,30.694828,111.28701,"Yichang, China"
231,"GAC(CHINA, GUANGZHOU)",None,,,Zhangjiagang Plant,CN,AS,MARTIN,,6.9014349,31.81876607,120.5404758,23.125345,113.27006,"Guangzhou, China"
232,"GAC NE(CHINA, GUANGZHOU)",None,,,Zhangjiagang Plant,CN,AS,MARTIN,,19.58763832,31.81876607,120.5404758,23.125345,113.27006,"Guangzhou, China"
233,"GAC NE(CHINA, CHANGSHA)",None,,,Zhangjiagang Plant,CN,AS,MARTIN,,3.4410856,31.81876607,120.5404758,28.248922,113.07606,"Changsha, China"
234,"ZF(CHINA, SHENYANG)",None,,,Zhangjiagang Plant,CN,AS,TINA,,52.234,31.81876607,120.5404758,41.79718,123.41774,"Shenyang, China"
235,ZF(INDIA),None,,,Zhangjiagang Plant,IN,AS,TINA,,1.09016,31.81876607,120.5404758,22.199166,78.476681,India
236,ZF AS出口,None,,,Zhangjiagang Plant,CN,AS,TINA,,0.067164,31.81876607,120.5404758,35.486703,101.901875,China
237,"TKPS(CHINA, CHANGZHOU)",None,,,Zhangjiagang Plant,CN,AS,NICOLE,,129.8447266,31.81876607,120.5404758,31.811464,119.96882,"Changzhou, China"
238,"KETING(CHINA, ZHENGZHOU)",None,,,Zhangjiagang Plant,CN,AS,GREY,,0.017184,31.81876607,120.5404758,34.753853,113.66795,"Zhengzhou, China"
239,"WANBAOJING(CHINA, GUANGZHOU)",None,,,Zhangjiagang Plant,CN,AS,GREY,,0.66582,31.81876607,120.5404758,23.125345,113.27006,"Guangzhou, China"
240,"DITONG(CHINA, BAOJI)",None,,,Zhangjiagang Plant,CN,AS,0,,50.78,31.81876607,120.5404758,34.362984,107.234184,"Baoji, China"
241,"ZHONGLI(CHINA, SHANGHAI)",None,,,Zhangjiagang Plant,CN,AS,ALICE,,27.4864,31.81876607,120.5404758,31.232276,121.469207,"Shanghai, China"
242,"ZHONGLI(CHINA, WUHU)",None,,,Zhangjiagang Plant,CN,AS,ALICE,,3.8071,31.81876607,120.5404758,25.046192,102.70481,"Wuhu, China"
243,"TUOPU(CHINA,NINGBO)",None,,,Zhangjiagang Plant,CN,AS,0,,148.4836127,31.81876607,120.5404758,29.861336,121.62141,"Ningbo, China"
244,"DICASTAL(CHINA,QINHUANGDAO)",None,,,Zhangjiagang Plant,CN,AS,EMILY,,138.0095508,31.81876607,120.5404758,39.940952,119.58924,"Qinhuangdao, China"
245,"ANLUTE(CHINA, SUZHOU)",None,,,Zhangjiagang Plant,CN,AS,TINA,,0,31.81876607,120.5404758,31.301138,120.58027,"Suzhou, China"
246,NEXTEER POLAND,None,,,Zhangjiagang Plant,PL,EU,NICOLE,,357.3637278,31.81876607,120.5404758,52.12461,19.300636,Poland
247,NEXTEER MOROCCO,None,,,Zhangjiagang Plant,MA,EU,NICOLE,,71.00598,31.81876607,120.5404758,32.350751,-6.017073,Morocco
248,NEXTEER BRAZIL,None,,,Zhangjiagang Plant,BR,SA,NICOLE,,3.56532,31.81876607,120.5404758,-22.42072889,315.6585976,Brazil
249,"GEELY（CHINA,LINHAI)",None,,,Zhangjiagang Plant,CN,AS,MARTIN,,0,31.81876607,120.5404758,28.861792,121.14195,"Linhai, China"
250,"GEELY（CHINA,NINGBO）",None,,,Zhangjiagang Plant,CN,AS,MARTIN,,9.6737242,31.81876607,120.5404758,29.861336,121.62141,"Ningbo, China"
251,"GEELY （CHINA,JINZHONG）",None,,,Zhangjiagang Plant,CN,AS,MARTIN,,0.03124481,31.81876607,120.5404758,37.68394,112.73907,"Jinzhong, China"
252,"GEELY （CHINA,JINAN）",None,,,Zhangjiagang Plant,CN,AS,MARTIN,,0.803505,31.81876607,120.5404758,36.664886,117.02009,"Jinan, China"
253,"GEELY （CHINA,CHONGQING）",None,,,Zhangjiagang Plant,CN,AS,MARTIN,,0.18587749,31.81876607,120.5404758,29.56474,106.547877,"Chongqing, China"
254,"GEELY（CHINA,XIAN）",None,,,Zhangjiagang Plant,CN,AS,MARTIN,,16.98645536,31.81876607,120.5404758,34.261143,108.95584,"Xian, China"
255,"GEELY(CHINA,YUYAO）",None,,,Zhangjiagang Plant,CN,AS,MARTIN,,0.2983,31.81876607,120.5404758,30.041372,121.14929,"Yuyao, China"
256,"GEELY(CHINA,BAOJI）",None,,,Zhangjiagang Plant,CN,AS,MARTIN,,7.4652032,31.81876607,120.5404758,34.362984,107.234184,"Baoji, China"
257,"GEELY(CHINA,CHUNXIAO）",None,,,Zhangjiagang Plant,CN,AS,MARTIN,,1.46051,31.81876607,120.5404758,29.967983,121.590935,"Zhenhai, Ningbo, Zhejiang, China"
258,"GEELY(CHIN,ZHNAGJIAKOU）",None,,,Zhangjiagang Plant,CN,AS,MARTIN,,6.52674312,31.81876607,120.5404758,40.818027,114.87906,"Zhnagjiakou, China"
259,"GEELY(CHINA,CHANGXING)",None,,,Zhangjiagang Plant,CN,AS,MARTIN,,10.8895846,31.81876607,120.5404758,24.799776,121.30954,"Changxing, China"
260,"GEELY(CHINA,XIANGTAI）白俄/正常",None,,,Zhangjiagang Plant,CN,AS,MARTIN,,12.21262303,31.81876607,120.5404758,27.782686,112.94643,"Xiangtai, China"
261,"GEELY(CHINA,XIANGTAI）BAOTENG",None,,,Zhangjiagang Plant,CN,AS,MARTIN,,1.43864724,31.81876607,120.5404758,27.782686,112.94643,"Xiangtan, Hunan, China"
262,"GEELY(CHINA,XIANGTAI）",None,,,Zhangjiagang Plant,CN,AS,MARTIN,,19.488,31.81876607,120.5404758,27.782686,112.94643,"Xiangtai, China"
263,"GEELY(CHINA,DAJIANGDONG）",None,,,Zhangjiagang Plant,CN,AS,MARTIN,,0.3687912,31.81876607,120.5404758,30.326452,120.490322,"Qiantang, Hangzhou, China"
264,"GEELY(CHINA,GUIYANG）",None,,,Zhangjiagang Plant,CN,AS,MARTIN,,0.06197741,31.81876607,120.5404758,26.648916,106.62036,"Guiyang, China"
265,"GEELY（CHINA,CHENGDU）",None,,,Zhangjiagang Plant,CN,AS,MARTIN,,5.20853237,31.81876607,120.5404758,30.659126,104.07872,"Chengdu, China"
266,"GEELY（CHINA,HAERBIN）",None,,,Zhangjiagang Plant,CN,AS,MARTIN,,2.247000587,31.81876607,120.5404758,45.759903,126.62842,"Haerbin, China"
267,GEELY（JINGLINGQICHE）,None,,,Zhangjiagang Plant,CN,AS,MARTIN,,0,31.81876607,120.5404758,30.212452,120.2078,"1760 Jiangling Rd, Binjiang District, Hangzhou, Zhejiang, 중국 310051"
268,"GEELY(CHINA,LUQIAO)",None,,,Zhangjiagang Plant,CN,AS,MARTIN,,1.81425,31.81876607,120.5404758,28.58282,121.33262,"Luqiao, China"
269,LINGKE AS,None,,,Zhangjiagang Plant,CN,AS,MARTIN,,0,31.81876607,120.5404758,35.486703,101.901875,China
270,ZEEKR AS,None,,,Zhangjiagang Plant,CN,AS,MARTIN,,0,31.81876607,120.5404758,35.486703,101.901875,China
271,VOLVO AS,None,,,Zhangjiagang Plant,CN,AS,GREY,,0,31.81876607,120.5404758,35.486703,101.901875,China
272,"TXX(china,shanghai)",None,,,Zhangjiagang Plant,CN,AS,EMILY,,627.8041986,31.81876607,120.5404758,31.232276,121.469207,"Shanghai, China"
273,TXX as（china+usa+neth),None,,,Zhangjiagang Plant,CN,AS,EMILY,,32.73992,31.81876607,120.5404758,35.486703,101.901875,China
274,"SGM AS(CHINA,SHANGHAI)",None,,,Zhangjiagang Plant,CN,AS,TINA,,0.45549,31.81876607,120.5404758,31.232276,121.469207,"Shanghai, China"
275,GMNA,None,,,Zhangjiagang Plant,US,NA,TINA,,0,31.81876607,120.5404758,39.381266,262.077789,US
276,GMNA MEXICO,None,,,Zhangjiagang Plant,MX,SA,TINA,,0,31.81876607,120.5404758,23.950464,257.467133,Mexico
277,DICASTAL(MORROCO),None,,,Zhangjiagang Plant,MA,EU,EMILY,,0,31.81876607,120.5404758,32.350751,-6.017073,Morocco
278,TXX(usa)-临时支援,None,,,Zhangjiagang Plant,US,NA,EMILY,,17.3677,31.81876607,120.5404758,39.381266,262.077789,US
279,"BENTELE(CHINA,ChongQing)",None,,,Zhangjiagang Plant,CN,AS,0,,0,31.81876607,120.5404758,29.56474,106.547877,"Chongqing, China"
280,"GEELY(CHINA,JINZHONG)",None,,,Zhangjiagang Plant,CN,AS,0,,0.07713648,31.81876607,120.5404758,37.68394,112.73907,"Jinzhong, China"
281,FUJIWA,None,,,Zhangjiagang Plant,CN,AS,MARTIN,,0,31.81876607,120.5404758,35.486703,101.901875,China
282,"SOMIC(CHINA,SHAOXING)",None,,,Zhangjiagang Plant,CN,AS,MARTIN,,0,31.81876607,120.5404758,30.002562,120.58318,"Shaoxing, China"
283,"DITONG(CHINA,XIANGTAN)",None,,,Zhangjiagang Plant,CN,AS,ALICE,,11.88,31.81876607,120.5404758,27.782686,112.94643,"Xiangtan, China"
284,"SVW(CHINA,SHANGHAI)",None,,,Zhangjiagang Plant,CN,AS,GREY,,0,31.81876607,120.5404758,31.232276,121.469207,"Shanghai, China"
285,GEELY,None,,,Zhangjiagang Plant,CN,AS,MARTIN,,21.70475,31.81876607,120.5404758,35.486703,101.901875,China
286,STEELANTIS,None,,,Zhangjiagang Plant,CN,AS,GREY,,100.8365981,31.81876607,120.5404758,35.486703,101.901875,China
